file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/dao/ThemeDao.java,com.sismics.reader.rest.dao.ThemeDao,findAll/1[com.sismics.reader.rest.dao.ServletContext],false,33,1,2,2,0,8,9,25,1,4,1,9,0,0,3,3,0,0,0,0,4,0,5,0,0,0,34,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestStarredResource.java,com.sismics.reader.rest.TestStarredResource,testStarredResource/0,false,24,3,0,0,0,1,16,61,0,9,0,16,0,0,0,0,0,0,31,9,20,3,0,0,0,0,44,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestSubscriptionResource.java,com.sismics.reader.rest.TestSubscriptionResource,testArticleDate/0,false,210,3,0,0,0,1,17,23,0,6,0,17,0,0,0,0,0,0,15,2,7,1,0,0,0,0,43,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestSubscriptionResource.java,com.sismics.reader.rest.TestSubscriptionResource,testSubscriptionImportOpml/0,false,402,5,0,0,0,2,23,32,0,10,0,23,0,0,0,0,0,0,15,6,11,0,0,0,0,0,55,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestSubscriptionResource.java,com.sismics.reader.rest.TestSubscriptionResource,testSubscriptionImportTakeout/0,false,449,5,0,0,0,2,20,32,0,10,0,20,0,0,0,0,0,0,14,7,12,0,0,0,0,0,53,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestSubscriptionResource.java,com.sismics.reader.rest.TestSubscriptionResource,testIssue110/0,false,498,5,0,0,0,1,11,15,0,5,0,11,0,0,0,0,0,0,9,0,5,0,0,0,0,0,49,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestSubscriptionResource.java,com.sismics.reader.rest.TestSubscriptionResource,testIssue119/0,false,529,4,0,0,0,1,14,36,0,3,0,14,0,0,0,0,0,0,21,4,11,3,0,0,0,0,54,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestSubscriptionResource.java,com.sismics.reader.rest.TestSubscriptionResource,testSubscriptionSynchronizationResource/0,false,347,3,0,0,0,2,21,37,0,9,0,21,0,0,0,0,0,0,19,9,11,2,1,0,0,1,52,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestSubscriptionResource.java,com.sismics.reader.rest.TestSubscriptionResource,testDeletedArticle/0,false,244,3,0,0,0,1,19,78,0,8,0,19,0,0,0,0,0,0,52,20,34,3,0,0,0,0,50,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestSubscriptionResource.java,com.sismics.reader.rest.TestSubscriptionResource,testSubscriptionAddResource/0,false,34,3,0,0,0,2,25,128,0,15,0,25,0,0,0,0,0,0,101,18,41,14,0,0,0,0,55,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestAllResource.java,com.sismics.reader.rest.TestAllResource,testAllResource/0,false,23,3,0,0,0,1,20,77,0,11,0,20,0,0,0,0,0,0,38,17,32,2,0,0,0,0,45,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestAllResource.java,com.sismics.reader.rest.TestAllResource,testMultipleUsers/0,false,123,3,0,0,0,1,12,28,0,3,0,12,0,0,0,0,0,0,20,2,8,0,0,0,0,0,33,1,0,false
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestSecurity.java,com.sismics.reader.rest.TestSecurity,testSecurity/0,false,28,2,0,0,0,1,14,25,0,2,0,14,0,0,0,0,0,0,25,0,3,0,0,0,0,0,38,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestSecurity.java,com.sismics.reader.rest.TestSecurity,testHeaderBasedAuthentication/0,false,75,3,0,0,0,1,8,8,0,2,0,8,0,0,0,0,0,0,3,0,2,1,0,0,0,0,13,1,0,false
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestAppResource.java,com.sismics.reader.rest.TestAppResource,testAppResource/0,false,24,2,0,0,0,4,9,16,0,5,0,9,0,0,0,0,0,0,8,2,5,0,0,0,0,0,37,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestAppResource.java,com.sismics.reader.rest.TestAppResource,testMapPortResource/0,false,52,2,0,0,0,1,3,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestAppResource.java,com.sismics.reader.rest.TestAppResource,testLogResource/0,false,66,4,0,0,0,5,11,22,0,7,0,11,0,0,1,1,0,0,18,8,9,1,1,0,0,0,36,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/LocaleResource.java,com.sismics.reader.rest.resource.LocaleResource,list/0,false,30,6,0,0,0,2,7,13,1,5,0,7,0,0,1,0,0,0,2,0,5,0,1,0,0,0,19,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/assembler/ArticleAssembler.java,com.sismics.reader.rest.assembler.ArticleAssembler,asJson/1[com.sismics.reader.rest.assembler.UserArticleDto],false,21,2,5,5,0,5,17,25,1,3,1,17,0,0,0,4,0,0,17,0,3,0,1,0,0,0,18,9,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SearchResource.java,com.sismics.reader.rest.resource.SearchResource,"get/3[java.lang.String,java.lang.Integer,java.lang.Integer]",false,42,13,2,0,2,4,14,22,1,4,3,14,0,0,1,0,1,0,9,0,4,0,1,0,0,0,35,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SubscriptionResource.java,com.sismics.reader.rest.resource.SubscriptionResource,list/1[boolean],false,72,13,1,0,1,12,29,74,1,19,1,29,0,0,2,4,0,0,25,5,26,0,4,0,0,0,47,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SubscriptionResource.java,com.sismics.reader.rest.resource.SubscriptionResource,"add/2[java.lang.String,java.lang.String]",false,301,17,1,0,1,5,28,43,1,11,2,28,0,0,0,0,1,0,12,2,15,0,1,0,0,0,46,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SubscriptionResource.java,com.sismics.reader.rest.resource.SubscriptionResource,read/1[java.lang.String],false,471,13,1,0,1,3,13,16,1,4,1,13,0,0,0,1,0,0,6,1,4,0,1,0,0,0,33,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SubscriptionResource.java,com.sismics.reader.rest.resource.SubscriptionResource,"get/4[java.lang.String,boolean,java.lang.Integer,java.lang.String]",false,176,18,2,0,2,6,36,43,1,13,4,36,0,0,1,1,0,0,19,0,13,0,2,0,0,0,47,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SubscriptionResource.java,com.sismics.reader.rest.resource.SubscriptionResource,getSynchronization/1[java.lang.String],false,252,14,1,0,1,4,21,26,1,9,1,21,0,0,1,0,0,0,9,0,9,0,1,0,0,0,31,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SubscriptionResource.java,com.sismics.reader.rest.resource.SubscriptionResource,export/0,false,589,15,7,0,7,6,28,58,1,18,0,28,0,0,1,1,1,0,23,0,21,0,3,0,0,0,58,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SubscriptionResource.java,com.sismics.reader.rest.resource.SubscriptionResource,importFile/1[com.sismics.reader.rest.resource.FormDataBodyPart],false,541,13,2,0,2,5,18,32,1,6,1,18,0,0,0,1,2,0,9,0,7,0,3,0,0,0,68,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SubscriptionResource.java,com.sismics.reader.rest.resource.SubscriptionResource,favicon/1[java.lang.String],false,435,12,1,0,1,4,18,15,1,9,1,18,0,0,0,1,0,0,9,5,6,2,1,0,0,2,44,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SubscriptionResource.java,com.sismics.reader.rest.resource.SubscriptionResource,"update/4[java.lang.String,java.lang.String,java.lang.String,java.lang.Integer]",false,382,13,1,0,1,7,15,31,1,4,4,15,0,0,0,2,1,0,12,2,5,0,2,0,0,0,41,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/SubscriptionResource.java,com.sismics.reader.rest.resource.SubscriptionResource,delete/1[java.lang.String],false,508,11,1,0,1,3,9,14,1,3,1,9,0,0,0,1,0,0,6,0,3,0,1,0,0,0,24,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/util/ValidationUtil.java,com.sismics.reader.rest.util.ValidationUtil,"validateTheme/4[com.sismics.reader.rest.util.ServletContext,java.lang.String,java.lang.String,boolean]",false,29,3,4,2,2,4,5,17,2,2,4,5,0,0,0,0,0,0,4,0,3,1,2,0,0,0,39,9,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/util/ValidationUtil.java,com.sismics.reader.rest.util.ValidationUtil,"validateLocale/3[java.lang.String,java.lang.String,boolean]",false,54,3,2,2,0,4,4,17,2,2,3,4,0,0,0,1,0,0,4,0,3,1,2,0,0,0,32,9,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/JobResource.java,com.sismics.reader.rest.resource.JobResource,delete/1[java.lang.String],false,34,11,1,0,1,5,10,17,1,3,1,10,0,0,0,2,0,0,8,0,3,0,1,0,0,0,22,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/test/java/com/sismics/reader/rest/TestThemeResource.java,com.sismics.reader.rest.TestThemeResource,testThemeResource/0,false,21,3,0,0,0,2,6,7,0,2,0,6,0,0,0,0,0,0,2,1,2,0,0,0,0,0,24,1,0,true
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/TextPlainMessageBodyWriter.java,com.sismics.reader.rest.resource.TextPlainMessageBodyWriter,"isWriteable/4[java.lang.Class<?>,java.lang.reflect.Type,java.lang.annotation.Annotation[],com.sismics.reader.rest.resource.MediaType]",false,33,1,0,0,0,1,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/TextPlainMessageBodyWriter.java,com.sismics.reader.rest.resource.TextPlainMessageBodyWriter,"writeTo/7[com.sismics.reader.rest.resource.JSONObject,java.lang.Class<?>,java.lang.reflect.Type,java.lang.annotation.Annotation[],com.sismics.reader.rest.resource.MediaType,com.sismics.reader.rest.resource.MultivaluedMap<java.lang.String,java.lang.Object>,java.io.OutputStream]",false,48,4,0,0,0,2,3,10,0,1,7,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,18,1,0,false
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/../../Main/project-1-team-27/reader-web/src/main/java/com/sismics/reader/rest/resource/TextPlainMessageBodyWriter.java,com.sismics.reader.rest.resource.TextPlainMessageBodyWriter,"getSize/5[com.sismics.reader.rest.resource.JSONObject,java.lang.Class<?>,java.lang.reflect.Type,java.lang.annotation.Annotation[],com.sismics.reader.rest.resource.MediaType]",false,39,2,0,0,0,1,0,3,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,false
